country,restaurant_name,sentiment,review_title,review_date,review,cleaned_review,word_overlap,sentiment_consistency,attention_grabbing,combined_text,vader_sentiment,vader_sentiment_label,cluster
France,The Frog at Bercy Village,Negative,Bad experience....,Jun 2016 •,"So many good reviews and still, yesterday night was a great disappointment. 
Service was slow, starters were good. 
Octopus was stiff and nor eatable ( but that changed us without any blink of an eye). 
Spaghetti with lobster wish very good.
Main dishes, that is the main issue.....
After one hour that we waited for our beef dish
And no one came over, we called the manager and she was sorry for not letting us no that "" their was a problem in the kitchen ""......
Another few minutes past and finely the under cook dishy came. 
We didn't eat those dishes, we paid the bill and live.",many good review still yesterday night great disappointment service slow starter good octopus stiff eatable changed u without blink eye spaghetti lobster wish good main dish main issue one hour waited beef dish one came called manager sorry letting u problem kitchen another minute past finely cook dishy came eat dish paid bill live,0.0,0,0,"Bad experience.... So many good reviews and still, yesterday night was a great disappointment. 
Service was slow, starters were good. 
Octopus was stiff and nor eatable ( but that changed us without any blink of an eye). 
Spaghetti with lobster wish very good.
Main dishes, that is the main issue.....
After one hour that we waited for our beef dish
And no one came over, we called the manager and she was sorry for not letting us no that "" their was a problem in the kitchen ""......
Another few minutes past and finely the under cook dishy came. 
We didn't eat those dishes, we paid the bill and live.",0.1396,Positive,3
France,The Frog at Bercy Village,Negative,Minority Report,Feb 2016 •,"For restaurants as highly regarded as Ad Hoc, the majority of Tripadvisor reviews gush with unbridled delight, while a tiny minority will tell you it's all hype and a waste of money. Sadly, this time I have to side with the naysayers. 

There were three of us. Two ordered tasting menus paired with wines; one ordered a la cart. The consensus: no interesting flavors in anything we tried, salt being the dominant (and only clearly discernible) one. We did not complain, but it felt like the staff knew the kitchen was underperforming; everyone around was plied with multiple freebies. We received complimentary sparkling wine with a pre-appetizer, a pre-desert and a post-desert, an extra desert wine and a take home bag of goodies. The restaurant is very cute, has a nice vibe, and an interesting sounding menu that offers creative alternatives to traditional Roman food. It has an impressive wine collection and accommodating staff. It could have been a wonderful place—if it served good food. 

The cranky naysayers are prone to utter things like: ""It was the worst meal we had in ... "" Unfortunately, even this unkind sentence applies to our experience as well. During our 5-day Roman holiday, it was the worst meal we had. That is even taking into account that some of our meals were totally un-fancy, like a salmon sandwich served on a paper plate. But it was a pretty damn tasty sandwich. Since it is impossible to build a great reputation by serving mediocre food, I conclude that Ad Hoc had better days. In view of that, I don't know how to interpret our experience. Exploiting old, but now badly faded glory? Having a really bad day? The chef quit in the morning? Well, I won't find out, since a return visit is rather unlikely.",restaurant highly regarded ad hoc majority tripadvisor review gush unbridled delight tiny minority tell hype waste money sadly time side naysayer three u two ordered tasting menu paired wine one ordered la cart consensus interesting flavor anything tried salt dominant clearly discernible one complain felt like staff knew kitchen underperforming everyone around plied multiple freebie received complimentary sparkling wine extra desert wine take home bag goody restaurant cute nice vibe interesting sounding menu offer creative alternative traditional roman food impressive wine collection accommodating staff could wonderful served good food cranky naysayer prone utter thing like worst meal unfortunately even unkind sentence applies experience well roman holiday worst meal even taking account meal totally like salmon sandwich served paper plate pretty damn tasty sandwich since impossible build great reputation serving mediocre food conclude ad hoc better day view know interpret experience exploiting old badly faded glory really bad day chef quit morning well wo find since return visit rather unlikely,0.0,0,0,"Minority Report For restaurants as highly regarded as Ad Hoc, the majority of Tripadvisor reviews gush with unbridled delight, while a tiny minority will tell you it's all hype and a waste of money. Sadly, this time I have to side with the naysayers. 

There were three of us. Two ordered tasting menus paired with wines; one ordered a la cart. The consensus: no interesting flavors in anything we tried, salt being the dominant (and only clearly discernible) one. We did not complain, but it felt like the staff knew the kitchen was underperforming; everyone around was plied with multiple freebies. We received complimentary sparkling wine with a pre-appetizer, a pre-desert and a post-desert, an extra desert wine and a take home bag of goodies. The restaurant is very cute, has a nice vibe, and an interesting sounding menu that offers creative alternatives to traditional Roman food. It has an impressive wine collection and accommodating staff. It could have been a wonderful place—if it served good food. 

The cranky naysayers are prone to utter things like: ""It was the worst meal we had in ... "" Unfortunately, even this unkind sentence applies to our experience as well. During our 5-day Roman holiday, it was the worst meal we had. That is even taking into account that some of our meals were totally un-fancy, like a salmon sandwich served on a paper plate. But it was a pretty damn tasty sandwich. Since it is impossible to build a great reputation by serving mediocre food, I conclude that Ad Hoc had better days. In view of that, I don't know how to interpret our experience. Exploiting old, but now badly faded glory? Having a really bad day? The chef quit in the morning? Well, I won't find out, since a return visit is rather unlikely.",0.993,Positive,3
France,The Frog at Bercy Village,Negative,very dissapointing,Mar 2016 •,"After being in so many cities and restaurants i was expecting something else. I have no idea how this place got such good reviews. We got the truffles menue, the pairing wine was bad, the food was cold and the service was slow. Really bad place, for tourist who don't know much about food in general.",many city restaurant expecting something else idea place got good review got truffle menue pairing wine bad food cold service slow really bad place tourist know much food general,0.0,0,0,"very dissapointing After being in so many cities and restaurants i was expecting something else. I have no idea how this place got such good reviews. We got the truffles menue, the pairing wine was bad, the food was cold and the service was slow. Really bad place, for tourist who don't know much about food in general.",-0.743,Negative,4
France,The Frog at Bercy Village,Negative,Huge Disappointment,Dec 2015 •,"I booked this restaurant in advance for my boyfriends birthday after reading the amazing  reviews on TA and was so disappointed that I felt compelled to share my own experience of the tasting menu. To begin, the menus were missing a number of items one of which was a seared duck salad that was substituted with a cheese salad. Not a suitable replacement. Additionally there was only one type of truffle available which meant we didnt opt for this tasting menu. All of the food itself was bland and lacked seasoning with the exception of the pasta course and a number of dishes were cooked terribly. The beef cheek for example was like chewing leather despite being such a tender cut of meat. The service was also awful, with one of the waitresses contstantly slamming down our dishes and having a serious attitude problem. The only saving grace about this place is that the wines are fantastic and are very reasonably priced alongside the tasting menu. I would not return however for this alone and would head on down to Trastevere where the food is exceptional and a fraction of the price.",booked restaurant advance boyfriend birthday reading amazing review ta disappointed felt compelled share experience tasting menu begin menu missing number item one seared duck salad substituted cheese salad suitable replacement additionally one type truffle available meant didnt opt tasting menu food bland lacked seasoning exception pasta course number dish cooked terribly beef cheek example like chewing leather despite tender cut meat service also awful one waitress contstantly slamming dish serious attitude problem saving grace place wine fantastic reasonably priced alongside tasting menu would return however alone would head trastevere food exceptional fraction price,0.0,0,0,"Huge Disappointment I booked this restaurant in advance for my boyfriends birthday after reading the amazing  reviews on TA and was so disappointed that I felt compelled to share my own experience of the tasting menu. To begin, the menus were missing a number of items one of which was a seared duck salad that was substituted with a cheese salad. Not a suitable replacement. Additionally there was only one type of truffle available which meant we didnt opt for this tasting menu. All of the food itself was bland and lacked seasoning with the exception of the pasta course and a number of dishes were cooked terribly. The beef cheek for example was like chewing leather despite being such a tender cut of meat. The service was also awful, with one of the waitresses contstantly slamming down our dishes and having a serious attitude problem. The only saving grace about this place is that the wines are fantastic and are very reasonably priced alongside the tasting menu. I would not return however for this alone and would head on down to Trastevere where the food is exceptional and a fraction of the price.",-0.6642,Negative,4
France,The Frog at Bercy Village,Negative,Don't waste your money on expensive plates. Just drink some wine.,Dec 2015 •,"I went with my wife and I was very excited to spend money on a rare and tasty dinner. We ordered beef fillet and honey duck with black truffels. The result... LOW QUANTITY AND QUALITY AT A VERY HIGH PRICE!!! 
However the variety of wine available was large.",went wife excited spend money rare tasty dinner ordered beef fillet honey duck black truffels result low quantity quality high price however variety wine available large,0.09090909090909091,1,0,"Don't waste your money on expensive plates. Just drink some wine. I went with my wife and I was very excited to spend money on a rare and tasty dinner. We ordered beef fillet and honey duck with black truffels. The result... LOW QUANTITY AND QUALITY AT A VERY HIGH PRICE!!! 
However the variety of wine available was large.",0.471,Positive,3
France,The Frog at Bercy Village,Negative,Our table was cancelled on short notice,Dec 2015 •,"Our table reservation for my birthday dinner at ad hoc's table 28 got canceled on short notice without any credible reason.  The reservation included a private wine and truffle tasting.  Ad hoc offered us the tasting menu in the restaurant as a replacement which is nice but the setting clearly not comparable with table 28.  What a disappointment!

We had a very nice truffle and lobster dinner at Radina, which our hotel was fortunately able to arrange on very short notice.",table reservation birthday dinner ad hoc table got canceled short notice without credible reason reservation included private wine truffle tasting ad hoc offered u tasting menu restaurant replacement nice setting clearly comparable table disappointment nice truffle lobster dinner radina hotel fortunately able arrange short notice,0.42857142857142855,0,0,"Our table was cancelled on short notice Our table reservation for my birthday dinner at ad hoc's table 28 got canceled on short notice without any credible reason.  The reservation included a private wine and truffle tasting.  Ad hoc offered us the tasting menu in the restaurant as a replacement which is nice but the setting clearly not comparable with table 28.  What a disappointment!

We had a very nice truffle and lobster dinner at Radina, which our hotel was fortunately able to arrange on very short notice.",0.5411,Positive,3
France,The Frog at Bercy Village,Negative,Music was nice,Dec 2015 •,"Just left this place and for sure won't never try again. The best part of the dinner was the lounge music! They present themselves like a sophisticated and gourmet restaurant, but I had much better experience in Rome...and at better price. Took starter, honestly quite nice, but with a kind of basket made of parmesan that probably should be more crispy than what it was: tasty, but so hard to eat that I thought it was prepared too much in advance. Then I took tonnarelli with truffle: they said ""Black Norcia truffle"", but no taste! Maybe not fresh? Or maybe just ""nero pregiato"" or some kind of second class truffle like that? 
Don't need to know, cause for sure I won't repeat ever same mistake",left place sure wo never try best part dinner lounge music present like sophisticated gourmet restaurant much better experience rome better price took starter honestly quite nice kind basket made parmesan probably crispy tasty hard eat thought prepared much advance took tonnarelli truffle said black norcia truffle taste maybe fresh maybe nero pregiato kind second class truffle like need know cause sure wo repeat ever mistake,0.3333333333333333,1,0,"Music was nice Just left this place and for sure won't never try again. The best part of the dinner was the lounge music! They present themselves like a sophisticated and gourmet restaurant, but I had much better experience in Rome...and at better price. Took starter, honestly quite nice, but with a kind of basket made of parmesan that probably should be more crispy than what it was: tasty, but so hard to eat that I thought it was prepared too much in advance. Then I took tonnarelli with truffle: they said ""Black Norcia truffle"", but no taste! Maybe not fresh? Or maybe just ""nero pregiato"" or some kind of second class truffle like that? 
Don't need to know, cause for sure I won't repeat ever same mistake",0.9734,Positive,4
France,The Frog at Bercy Village,Negative,So disappointing it hearts...,Nov 2015 •,"We ended up here after reading very good reviews on Trip Advisor but our dinner was an experience of tasteless disappointing food.
After we were seated we had to wait about 10 minutes until we were approached and handed over the menus. 
For first course we ordered a home made smoked salmon and pumpkin flowers. The salmon dish was BAD. It was placed on tasteless anemic small cubes of potatoes and carrots and on top if it was a yogurt sauce. The pumpkin flowers were served deep fried with the same yogurt sauce - very very BAD dish. We left most of the food on the plat but the waitress didn't even wondered why.
For the mains we ordered truffle dishes. A polenta with truffles and truffled pasta.
The polenta was tasteless. It was made out of corn flower and not from a fresh corn. The result was s mushy unpleasant chunk of corn flower purée.
The pasta was surprisingly good and it was the only food we completed eating.
After clearing the table from the main courses we had to wait 15-20 minutes for a waitress to approach us. After loosing hope to get someone's attention, we gave up desert and ask for the bill.
The only positive element at this place was the wide selection of wines they offer, unfortunately, it doesn't come with  a sommelier to assist the dinners. 
Overall it was a a very disappointing experience and the high rating the place is an unexplainable mystery.",ended reading good review trip advisor dinner experience tasteless disappointing food seated wait minute approached handed menu first course ordered home made smoked salmon pumpkin flower salmon dish bad placed tasteless anemic small cube potato carrot top yogurt sauce pumpkin flower served deep fried yogurt sauce bad dish left food plat waitress even wondered main ordered truffle dish polenta truffle truffled pasta polenta tasteless made corn flower fresh corn result mushy unpleasant chunk corn flower purée pasta surprisingly good food completed eating clearing table main course wait minute waitress approach u loosing hope get someone attention gave desert ask bill positive element place wide selection wine offer unfortunately come sommelier assist dinner overall disappointing experience high rating place unexplainable mystery,0.25,1,0,"So disappointing it hearts... We ended up here after reading very good reviews on Trip Advisor but our dinner was an experience of tasteless disappointing food.
After we were seated we had to wait about 10 minutes until we were approached and handed over the menus. 
For first course we ordered a home made smoked salmon and pumpkin flowers. The salmon dish was BAD. It was placed on tasteless anemic small cubes of potatoes and carrots and on top if it was a yogurt sauce. The pumpkin flowers were served deep fried with the same yogurt sauce - very very BAD dish. We left most of the food on the plat but the waitress didn't even wondered why.
For the mains we ordered truffle dishes. A polenta with truffles and truffled pasta.
The polenta was tasteless. It was made out of corn flower and not from a fresh corn. The result was s mushy unpleasant chunk of corn flower purée.
The pasta was surprisingly good and it was the only food we completed eating.
After clearing the table from the main courses we had to wait 15-20 minutes for a waitress to approach us. After loosing hope to get someone's attention, we gave up desert and ask for the bill.
The only positive element at this place was the wide selection of wines they offer, unfortunately, it doesn't come with  a sommelier to assist the dinners. 
Overall it was a a very disappointing experience and the high rating the place is an unexplainable mystery.",-0.9431,Negative,3
France,The Frog at Bercy Village,Negative,Not my taste,Oct 2015 •,"Hard to review restaurants - everyone has a different palate. The service and presentation at Ad Hoc was beautiful, and the wine choices were excellent, but the food was just not to my taste. A little too heavy on the truffles for me.",hard review restaurant everyone different palate service presentation ad hoc beautiful wine choice excellent food taste little heavy truffle,0.3333333333333333,0,0,"Not my taste Hard to review restaurants - everyone has a different palate. The service and presentation at Ad Hoc was beautiful, and the wine choices were excellent, but the food was just not to my taste. A little too heavy on the truffles for me.",0.6057,Positive,4
France,The Frog at Bercy Village,Negative,Underwhelming,Sept 2015 •,"Firstly I'd just like to stress how excellent the staff were, very friendly,  great english and excellent at helping you pick a wine to your tastes.  However the food was really unimpressive especially considering the cost, 130 euros for antipasti, first and second courses and a bottle of wine, we didn't want to take the chance with dessert. The antipasti were the best part of the meal and everything else suffered from pretty big cooking errors that you wouldn't expect at an establishment of this calibre,  such as splitting the eggs for the carbonara so it was basically pasta stuck together solidly by scrambled eggs. Complimentary truffle tasting and bottle of sparkling wine were nice. Overall I would advise anyone visiting Rome to save your money and give this a miss, there are too many other good restaurants in Rome, many for around half the price with much better food.",firstly like stress excellent staff friendly great english excellent helping pick wine taste however food really unimpressive especially considering cost euro antipasti first second course bottle wine want take chance dessert antipasti best part meal everything else suffered pretty big cooking error would expect establishment calibre splitting egg carbonara basically pasta stuck together solidly scrambled egg complimentary truffle tasting bottle sparkling wine nice overall would advise anyone visiting rome save money give miss many good restaurant rome many around half price much better food,0.0,0,0,"Underwhelming Firstly I'd just like to stress how excellent the staff were, very friendly,  great english and excellent at helping you pick a wine to your tastes.  However the food was really unimpressive especially considering the cost, 130 euros for antipasti, first and second courses and a bottle of wine, we didn't want to take the chance with dessert. The antipasti were the best part of the meal and everything else suffered from pretty big cooking errors that you wouldn't expect at an establishment of this calibre,  such as splitting the eggs for the carbonara so it was basically pasta stuck together solidly by scrambled eggs. Complimentary truffle tasting and bottle of sparkling wine were nice. Overall I would advise anyone visiting Rome to save your money and give this a miss, there are too many other good restaurants in Rome, many for around half the price with much better food.",0.9851,Positive,4
France,The Frog at Bercy Village,Negative,POOR SERVICE. Great atmosphere. Ok food,Aug 2015 •,"Can't understand it is number two of the pricey restaurants of Trip Advisor. I am nearly never disappointed! DON'T GO THERE.
The atmosphere is great. they serve you a cheap prosecco on the house. I could not drink it. Then you get the bottle home, a good detail, useless if the wine is poor. Service (the lady in the right was poor. Nervous, speedy, rushing. If we needed service, they suddenly would not hear. They pushed the tasting menus. We did not go for that. Tension when speaking to them. Tension between them (you might see it from the picture. The last thing you wanton holiday. Not a good tip from TripAdvisor",ca understand number two pricey restaurant trip advisor nearly never disappointed go atmosphere great serve cheap prosecco house could drink get bottle home good detail useless wine poor service lady right poor nervous speedy rushing needed service suddenly would hear pushed tasting menu go tension speaking tension might see picture last thing wanton holiday good tip tripadvisor,0.0,1,0,"POOR SERVICE. Great atmosphere. Ok food Can't understand it is number two of the pricey restaurants of Trip Advisor. I am nearly never disappointed! DON'T GO THERE.
The atmosphere is great. they serve you a cheap prosecco on the house. I could not drink it. Then you get the bottle home, a good detail, useless if the wine is poor. Service (the lady in the right was poor. Nervous, speedy, rushing. If we needed service, they suddenly would not hear. They pushed the tasting menus. We did not go for that. Tension when speaking to them. Tension between them (you might see it from the picture. The last thing you wanton holiday. Not a good tip from TripAdvisor",0.5443,Positive,3
France,The Frog at Bercy Village,Negative,Last Dinner in Rome. What a terrible choice.,Mar 2015 •,"We were in Rome for a few days for the wedding of our friends, and we booked for Ad Hoc because of my love for truffles. I thought it would be the best way to end the trip - I was wrong.

Cooking with truffles is not the same as sticking some truffle shavings on a dish. This restaurant believes on the later. Besides this (huge) issue, the service was slow, borderline rude and generally not in line with the prices of the menus.

The food itself was nothing more than average - every other meal we had in Rome was better - and I deeply regret visiting and above all convincing two of our friends to join us.

Food quality and service are a huge mismatch with the price. Would not visit again.",rome day wedding friend booked ad hoc love truffle thought would best way end trip wrong cooking truffle sticking truffle shaving dish restaurant belief later besides huge issue service slow borderline rude generally line price menu food nothing average every meal rome better deeply regret visiting convincing two friend join u food quality service huge mismatch price would visit,0.0,0,1,"Last Dinner in Rome. What a terrible choice. We were in Rome for a few days for the wedding of our friends, and we booked for Ad Hoc because of my love for truffles. I thought it would be the best way to end the trip - I was wrong.

Cooking with truffles is not the same as sticking some truffle shavings on a dish. This restaurant believes on the later. Besides this (huge) issue, the service was slow, borderline rude and generally not in line with the prices of the menus.

The food itself was nothing more than average - every other meal we had in Rome was better - and I deeply regret visiting and above all convincing two of our friends to join us.

Food quality and service are a huge mismatch with the price. Would not visit again.",0.9083,Positive,4
France,The Frog at Bercy Village,Negative,Disappointing,Jul 2015 •,"Our baseline for comparing ""fine dining"" restaurants while traveling is what we are used to in San Francisco where what we consider ""excellent"" would include the Slanted Door, Foreign Cinema, etc.
By that standard, Ad Hoc was a major disappointment.

Having enjoyed at Ciampini (above the Spanish Steps), on a previous evening, what was hands down the best duck breast I have ever had, I was looking for something at least as close in quality. So I tried duck breast at Ad Hoc and found it tough and pretty much tasteless (other than a truffle adornment). My spouse had veal stuffed rabbit which was mostly veal (dry ground meat) and little rabbit. 

Pasta with truffles and a sampler antipasti were good. But the main courses were just so sub par.

The wine selection was varied but I found the prices (at least of those wines with which I am familiar) to be high (even compared to other restaurants). There was no real sommelier and the waitress, despite knowing something about the wines they serve, had no knowledge of world wines like the California Pinot Noirs we were hoping to find a like offering for.

A well behaved toddler at an adjacent table eventually started to lose interest in remaining well behaved (as is reasonably expected) and that detracted as much from the fine dining experience as did the seating of male guests in shorts.  

Rounding out my unhappiness with Ad Hoc was the ""air conditioned"" temperature of 28 degrees Celsius, which is well into the high 80s F. It was almost as hot inside the restaurant as it was outside on a summer July evening in Rome.

We won't be going back.",baseline comparing fine dining restaurant traveling used san francisco consider excellent would include slanted door foreign cinema etc standard ad hoc major disappointment enjoyed ciampini spanish step previous evening hand best duck breast ever looking something least close quality tried duck breast ad hoc found tough pretty much tasteless truffle adornment spouse veal stuffed rabbit mostly veal dry ground meat little rabbit pasta truffle sampler antipasti good main course sub par wine selection varied found price least wine familiar high even compared restaurant real sommelier waitress despite knowing something wine serve knowledge world wine like california pinot noirs hoping find like offering well behaved toddler adjacent table eventually started lose interest remaining well behaved reasonably expected detracted much fine dining experience seating male guest short rounding unhappiness ad hoc air conditioned temperature degree celsius well high almost hot inside restaurant outside summer july evening rome wo going back,0.0,0,0,"Disappointing Our baseline for comparing ""fine dining"" restaurants while traveling is what we are used to in San Francisco where what we consider ""excellent"" would include the Slanted Door, Foreign Cinema, etc.
By that standard, Ad Hoc was a major disappointment.

Having enjoyed at Ciampini (above the Spanish Steps), on a previous evening, what was hands down the best duck breast I have ever had, I was looking for something at least as close in quality. So I tried duck breast at Ad Hoc and found it tough and pretty much tasteless (other than a truffle adornment). My spouse had veal stuffed rabbit which was mostly veal (dry ground meat) and little rabbit. 

Pasta with truffles and a sampler antipasti were good. But the main courses were just so sub par.

The wine selection was varied but I found the prices (at least of those wines with which I am familiar) to be high (even compared to other restaurants). There was no real sommelier and the waitress, despite knowing something about the wines they serve, had no knowledge of world wines like the California Pinot Noirs we were hoping to find a like offering for.

A well behaved toddler at an adjacent table eventually started to lose interest in remaining well behaved (as is reasonably expected) and that detracted as much from the fine dining experience as did the seating of male guests in shorts.  

Rounding out my unhappiness with Ad Hoc was the ""air conditioned"" temperature of 28 degrees Celsius, which is well into the high 80s F. It was almost as hot inside the restaurant as it was outside on a summer July evening in Rome.

We won't be going back.",0.9231,Positive,4
France,The Frog at Bercy Village,Negative,Disappointed,Jul 2015 •,"It's our last night in Rome, found this highly rated restaurant from trip adviser, had high expectation for the last fine dining in Rome. The Gaja wine was excellent, the tasting starter plate was great, however, everything else was disappointing. Most dishes were too salty, not well presented as a top rate restaurant should be. I wonder how it gets such great reviews on trip adviser... Maybe the excellent rating raised our expectation so it's hard to exceed! I almost doubt if it's the same chef tonight that prepare dishes for us!",last night rome found highly rated restaurant trip adviser high expectation last fine dining rome gaja wine excellent tasting starter plate great however everything else disappointing dish salty well presented top rate restaurant wonder get great review trip adviser maybe excellent rating raised expectation hard exceed almost doubt chef tonight prepare dish u,0.0,0,0,"Disappointed It's our last night in Rome, found this highly rated restaurant from trip adviser, had high expectation for the last fine dining in Rome. The Gaja wine was excellent, the tasting starter plate was great, however, everything else was disappointing. Most dishes were too salty, not well presented as a top rate restaurant should be. I wonder how it gets such great reviews on trip adviser... Maybe the excellent rating raised our expectation so it's hard to exceed! I almost doubt if it's the same chef tonight that prepare dishes for us!",0.8685,Positive,4
France,The Frog at Bercy Village,Negative,"Slow, slow, slow....",May 2015 •,"This was our 3rd visit to Ad Hoc - and it will be the last one too.

We had booked a table at 8.00 p.m. a month in advance and requested a table in the room to the left without any comments from Ad Hoc. However on arrival we were shown to a table in the room to the right. When we denied we were then shown to a table in the room to the left.

However this was only the beginning of our troubles. We were seated, offered a glass of spumante - very nice - and had the menu. Then for more than 20 minutes nothing happened. Then our orders were taken.

I ordered the fish tasting menu and my husband the land tasting menu. Both with pairing wine menu.

Then we had an amuse and now we started waiting again. At appr. 9.00 our starters were served and at appr. 10.00 our pastas were served. 
My pasta was not hot, only lukewarm. When I mentioned it to the waitress she said ""she would tell the chef"". 
Also I found out that for the fish menu the 3 starters and the 2 pastas both included smoked salmon and octopus/squid - not very varied.

At 10.30 e.g. 2 ½ hour after our arrival there were still no sign of the main courses. I then asked when we could expect these and were told that these long waiting hours was normal and that customers normally liked this. and that many customers actually booked tables at 18.00 or 19.00 p.m. to go home before 11.00 p.m.

I then asked for the bill - otherwise we could have stayed until midnight.

Payed 70 EUR for to starters, to pastas and four glasses of wine and the ""free"" spumante.

The other 2 times we had been very satisfied but after this time we will NEVER return.",visit ad hoc last one booked table month advance requested table room left without comment ad hoc however arrival shown table room right denied shown table room left however beginning trouble seated offered glass spumante nice menu minute nothing happened order taken ordered fish tasting menu husband land tasting menu pairing wine menu amuse started waiting appr starter served appr pasta served pasta hot lukewarm mentioned waitress said would tell chef also found fish menu starter pasta included smoked salmon varied hour arrival still sign main course asked could expect told long waiting hour normal customer normally liked many customer actually booked table go home asked bill otherwise could stayed midnight payed eur starter pasta four glass wine free spumante time satisfied time never return,0.0,0,0,"Slow, slow, slow.... This was our 3rd visit to Ad Hoc - and it will be the last one too.

We had booked a table at 8.00 p.m. a month in advance and requested a table in the room to the left without any comments from Ad Hoc. However on arrival we were shown to a table in the room to the right. When we denied we were then shown to a table in the room to the left.

However this was only the beginning of our troubles. We were seated, offered a glass of spumante - very nice - and had the menu. Then for more than 20 minutes nothing happened. Then our orders were taken.

I ordered the fish tasting menu and my husband the land tasting menu. Both with pairing wine menu.

Then we had an amuse and now we started waiting again. At appr. 9.00 our starters were served and at appr. 10.00 our pastas were served. 
My pasta was not hot, only lukewarm. When I mentioned it to the waitress she said ""she would tell the chef"". 
Also I found out that for the fish menu the 3 starters and the 2 pastas both included smoked salmon and octopus/squid - not very varied.

At 10.30 e.g. 2 ½ hour after our arrival there were still no sign of the main courses. I then asked when we could expect these and were told that these long waiting hours was normal and that customers normally liked this. and that many customers actually booked tables at 18.00 or 19.00 p.m. to go home before 11.00 p.m.

I then asked for the bill - otherwise we could have stayed until midnight.

Payed 70 EUR for to starters, to pastas and four glasses of wine and the ""free"" spumante.

The other 2 times we had been very satisfied but after this time we will NEVER return.",0.3167,Positive,3
France,The Frog at Bercy Village,Negative,Great ambience but the food quality ???,Apr 2015 •,"Ad Hoc restaurant had a top 60 rating in Rome and our family did have some expectations of well cooked food and good service this evening.  30 minutes before we where invited to a complimentary truffle tasting in the restaurants truffle store. This was a very nice startup for the dinner and maybe our expectations increased a bit more after this.
We got a glass of complimentary sparkling wine upon arriving and soon after a small teaser of cheese-mousse which was great.
We had scallops and tartare for starters. The scallops where well over done but the beef tartar was fresh and good. As main course we had the sucking pig that was again well over done and dry, also it had very little taste, it came with light fried and crispy artichoke that tasted good. We also had ox cheek that was a bit to well done.
Im happy we didn't go for the truffle dishes on the menu (same dishes but double price and truffle). With a good bottle of Tignanello (95€) the meal was 253€. For that I would expect a lot better quality from the kitchen! 
The ambience is very nice and service good so its really sad that the kitchen didn't deliver.
Ofcourse I didnt expect michelin star class but this experience was just not okej, this is what you could expect from the cheapest osteria anywhere. I would not go there again.",ad hoc restaurant top rating rome family expectation well cooked food good service evening minute invited complimentary truffle tasting restaurant truffle store nice startup dinner maybe expectation increased bit got glass complimentary sparkling wine upon arriving soon small teaser great scallop tartare starter scallop well done beef tartar fresh good main course sucking pig well done dry also little taste came light fried crispy artichoke tasted good also ox cheek bit well done im happy go truffle dish menu dish double price truffle good bottle tignanello meal would expect lot better quality kitchen ambience nice service good really sad kitchen deliver ofcourse didnt expect michelin star class experience okej could expect cheapest osteria anywhere would go,0.42857142857142855,1,0,"Great ambience but the food quality ??? Ad Hoc restaurant had a top 60 rating in Rome and our family did have some expectations of well cooked food and good service this evening.  30 minutes before we where invited to a complimentary truffle tasting in the restaurants truffle store. This was a very nice startup for the dinner and maybe our expectations increased a bit more after this.
We got a glass of complimentary sparkling wine upon arriving and soon after a small teaser of cheese-mousse which was great.
We had scallops and tartare for starters. The scallops where well over done but the beef tartar was fresh and good. As main course we had the sucking pig that was again well over done and dry, also it had very little taste, it came with light fried and crispy artichoke that tasted good. We also had ox cheek that was a bit to well done.
Im happy we didn't go for the truffle dishes on the menu (same dishes but double price and truffle). With a good bottle of Tignanello (95€) the meal was 253€. For that I would expect a lot better quality from the kitchen! 
The ambience is very nice and service good so its really sad that the kitchen didn't deliver.
Ofcourse I didnt expect michelin star class but this experience was just not okej, this is what you could expect from the cheapest osteria anywhere. I would not go there again.",0.9967,Positive,4
France,The Frog at Bercy Village,Negative,Do not bother.,Feb 2022 •,"While the wine was excellent and the atmosphere nice the food was neither. In fact, it was actually bad. This restaurant is a definite no go!",wine excellent atmosphere nice food neither fact actually bad restaurant definite go,0.0,1,0,"Do not bother. While the wine was excellent and the atmosphere nice the food was neither. In fact, it was actually bad. This restaurant is a definite no go!",0.6402,Positive,3
France,The Frog at Bercy Village,Negative,Lack of service,Feb 2015 •,"Booked six weeks ago by my girlfriend as her parents had highly recommended it and was so excited about the taster menu. Confirmed again several weeks ago. Dressed for a nice occasion to mark the end of our holiday, arrived by taxi and the lights were out. Note on the door saying closed for planned refurbishment. Not hard to send an email informing us as it was a pain to find another restaurant serving the same quality of food at no notice. Real shame as the reviews are so good for this place, not great service for potential customers this time though.",booked six week ago girlfriend parent highly recommended excited taster menu confirmed several week ago dressed nice occasion mark end holiday arrived taxi light note door saying closed planned refurbishment hard send email informing u pain find another restaurant serving quality food notice real shame review good place great service potential customer time though,0.3333333333333333,0,0,"Lack of service Booked six weeks ago by my girlfriend as her parents had highly recommended it and was so excited about the taster menu. Confirmed again several weeks ago. Dressed for a nice occasion to mark the end of our holiday, arrived by taxi and the lights were out. Note on the door saying closed for planned refurbishment. Not hard to send an email informing us as it was a pain to find another restaurant serving the same quality of food at no notice. Real shame as the reviews are so good for this place, not great service for potential customers this time though.",0.1412,Positive,3
